"filename","caption","negative_caption","type","subtype","correct"
"000000086220.jpg","A car and a public transit vehicle on a road.","A bicycle and a public transit vehicle on a road.","replace","obj","1"
"000000281179.jpg","An empty street at night with lots of lights in the background.","An empty alley at night with lots of lights in the background.","replace","obj","1"
"000000205647.jpg","A delivery truck travels along the road by a hill side.","A school bus travels along the road by a hill side.","replace","obj","1"
"000000447342.jpg","Old style bus and trolley going down a modern street.","Old style car and trolley going down a modern street.","replace","obj","1"
"000000232489.jpg","A couple of slices of pizza on top of a white plate.","A couple of sandwich halves on top of a white plate.","replace","obj","1"
"000000571718.jpg","Bananas being sold and a man looking at them.","Pineapples being sold and a man looking at them.","replace","obj","1"
"000000561679.jpg","there is a orange street sign with a white sign underneath","There is a traffic light with a white sign underneath.","replace","obj","1"
"000000533206.jpg","a big sandwich on a small silver plate with a bowl of broth on the side","A big burger on a small silver plate with a bowl of broth on the side.","replace","obj","1"
"000000278353.jpg","A small sheep is standing under a wooden fence post.","A small goat is standing under a wooden fence post.","replace","obj","1"
"000000134886.jpg","A low flying airplane over a parked silver van. ","A low flying helicopter over a parked silver van.","replace","obj","1"
"000000558854.jpg","One person is eating chilli and a grilled cheese and the other is having a sandwich and fries.","One person is eating chilli and a grilled cheese and the other is having a sandwich and onion rings.","replace","obj","1"
"000000453584.jpg","A very cute small red bench by some tall stools.","A very cute small red chair by some tall stools.","replace","obj","1"
"000000189828.jpg","Grey plane taking off above some green vegetation.","Grey helicopter taking off above some green vegetation.","replace","obj","1"
"000000270244.jpg","A half zebra hybrid is standing in tall grass.","A peacock is standing in tall grass.","replace","obj","1"
"000000125211.jpg","there is a very beautiful zebra that is standing in the shade","There is a very beautiful gazelle that is standing in the shade.","replace","obj","1"
"000000447342.jpg","there is a old bus that is next to a trolly on the street","There is a old bicycle that is next to a trolly on the street.","replace","obj","1"
"000000021903.jpg","A man reaching out to an elephants trunk near a gate.","A man reaching out to a giraffe's neck near a gate.","replace","obj","1"
"000000125405.jpg","Two dogs running and playing in the sun.","Two horses running and playing in the sun.","replace","obj","1"
"000000521405.jpg","A stuffed animal sitting in front of a tooth brush.","A houseplant sitting in front of a tooth brush.","replace","obj","1"
"000000227765.jpg","Overview of a pot of vegetable soup with wooden spoon on a stainless steel stove top.","Overview of a pan of vegetable soup with wooden spoon on a stainless steel stove top.","replace","obj","1"
"000000434230.jpg","Various pots and plates displayed next to a woman.","Various books and plates displayed next to a woman.","replace","obj","1"
"000000168330.jpg","a city street at night with a lit clock on the corner","A city street at night with a lit post office on the corner.","replace","obj","1"
"000000468124.jpg","We see a double decker bus wit a compartment in the side.","We see a double decker train with a compartment in the side.","replace","obj","1"
"000000557501.jpg","a bathroom with two sinks near towel and soap dispensers ","A bathroom with two toilets near towel and soap dispensers.","replace","obj","0"
"000000516708.jpg","The business and street signs are clearly visible. ","The business and billboards are clearly visible.","replace","obj","1"
"000000355325.jpg","A pizza has been topped with ham near a large glass of wine.","A pizza has been topped with pineapple near a large glass of wine.","replace","obj","1"
"000000435081.jpg","A collaboration of pictures of various food items","A collaboration of pictures of various musical instruments.","replace","obj","1"
"000000013659.jpg","Man works on laptop as three others work on a project.","Man works on laptop as three others work in a garden.","replace","obj","1"
"000000301718.jpg","Two people sitting at a table eating.  ","Two people sitting on a picnic blanket eating.","replace","obj","1"
"000000363207.jpg","A just married coule feed each other cake while a photographer takes photos.","A just married couple feed each other cake while a musician plays music.","replace","obj","1"
"000000375015.jpg","A bear standing on rocks and his ears are up. ","A gazelle standing on rocks and its ears are up.","replace","obj","1"
"000000323709.jpg","A jet plane and a large white sphere.","A jet plane and a mountain range.","replace","obj","1"
"000000108253.jpg","A plate of cheese bread next to bread sticks and wine.","A plate of cheese bread next to bread sticks and sparkling water.","replace","obj","1"
"000000338428.jpg","An older pickup truck with decorative murals painted on.","An older bicycle with decorative murals painted on.","replace","obj","1"
"000000185890.jpg","Two woman wearing no shoes playing video games","Two men wearing no shoes playing video games.","replace","obj","1"
"000000151662.jpg","A giraffe at a zoo eating some grass.","A giraffe in the wilderness eating some grass.","replace","obj","1"
"000000099810.jpg","Small certain was child eating donuts off a blue plate. ","A small certain grandmother was eating donuts off a blue plate.","replace","obj","1"
"000000379842.jpg","This video game has a Wii device and instructions.","This video game has an Xbox console and instructions.","replace","obj","1"
"000000181796.jpg","Fancy food on a plate on a wooden table.","Fancy food in a bowl on a wooden table.","replace","obj","1"
"000000400573.jpg","A man wearing glasses eating a donut. ","A woman wearing glasses eating a donut.","replace","obj","1"
"000000142092.jpg","A pizza with vegetables and cheese resting on a board.","A sandwich with vegetables and cheese resting on a board.","replace","obj","1"
"000000504711.jpg","A piece of dutch chocolate cake with a fork  on a plate. ","A piece of dutch chocolate cake with a spoon on a plate.","replace","obj","1"
"000000459153.jpg","The man is sitting on the park bench using his laptop. ","The man is sitting on the park bench using his cellphone.","replace","obj","1"
"000000338428.jpg","A photo of a green truck parked in grass.","A photo of a green bicycle parked in grass.","replace","obj","1"
"000000121506.jpg","An umbrella on a backyard patio is upturned from the wind. ","An umbrella on a beach cabana is upturned from the wind.","replace","obj","1"
"000000099242.jpg","A man skiing down a snowy hill alone.","A woman skiing down a snowy hill alone.","replace","obj","1"
"000000264535.jpg","An old man reading a book on a park bench.","An old man reading a newspaper on a park bench.","replace","obj","0"
"000000403565.jpg","A person standing next to a bike on top of a road.","A person standing next to a car on top of a road.","replace","obj","1"
"000000098839.jpg","A cat that is looking at a television screen.","A dog that is looking at a television screen.","replace","obj","1"
"000000163640.jpg","Two men getting food at an outside restaurant.","Two women getting food at an outside restaurant.","replace","obj","1"
"000000458992.jpg","The woman has a knife and fork for eating the big pizza.","The man has a knife and fork for eating the big pizza.","replace","obj","1"
"000000557501.jpg","A restroom with two sinks and a red colored stall.","A restroom with a toilet and a red colored stall.","replace","obj","1"
"000000067180.jpg","A woman is sitting on an old wooden bench.","A man is sitting on an old wooden bench.","replace","obj","1"
"000000318080.jpg","Two brown bears growling at each other while laying on a log.","Two brown wolves growling at each other while laying on a log.","replace","obj","1"
"000000546964.jpg","A sitting room with old furniture roped off to the public. ","A sitting room with old artwork roped off to the public.","replace","obj","1"
"000000579307.jpg","A boy is on the beach holding a toy. ","A girl is on the beach holding a toy.","replace","obj","1"
"000000298396.jpg","An old style kitchen with baby blue cabinets.","An old style bathroom with baby blue cabinets.","replace","obj","1"
"000000472046.jpg","A large modern kitchen has pineapples on the counter.","A large modern kitchen has mangoes on the counter.","replace","obj","0"
"000000472046.jpg","a kitchen with two pineapples on the counter and a wok pot on the burner.","A kitchen with two oranges on the counter and a wok pot on the burner.","replace","obj","1"
"000000148719.jpg","A very old red truck that is parked on some grass.","A very old red bicycle that is parked on some grass.","replace","obj","1"
"000000183716.jpg","Two young girls in uniforms sitting closely together.","Two young girls in dresses sitting closely together.","replace","obj","1"
"000000272566.jpg","A man and young girl surrounded by various fruits.","A man and young girl surrounded by various vegetables.","replace","obj","1"
"000000388056.jpg","Professional baseball players watch the batter, catcher and umpire","Professional baseball players watch the pitcher, catcher and umpire.","replace","obj","0"
"000000334483.jpg","A group of people sit at a table with cake.","A couple sit at a table with cake.","replace","obj","1"
"000000361238.jpg","A woman sitting in front of a giant pizza.","A man sitting in front of a giant pizza.","replace","obj","1"
"000000056127.jpg","A room with a fire extinguisher, mugs hanging from a shelf and several lights. ","A room with a fire extinguisher, paintings hanging from a shelf and several lights.","replace","obj","1"
"000000102356.jpg","A woman riding a green motorcycle with a side car.","A man riding a green motorcycle with a side car.","replace","obj","1"
"000000128476.jpg","Large collection of cakes shaped like hearts on a display.","Large collection of cookies shaped like hearts on a display.","replace","obj","1"
"000000357978.jpg","A woman attending an exposition about the future.","A man attending an exposition about the past.","replace","obj","1"
"000000146457.jpg","The boy and girl are making pizzas together.","The boy and mother are making pizzas together.","replace","obj","1"
"000000214224.jpg","a home bar with different drink ingredients under a large decorative sign saying, ""PUB"".","A home bar with cocktail glasses under a large decorative sign saying, ""PUB"".","replace","obj","0"
"000000334309.jpg","A man takes a picture of himself eating food.","A woman takes a picture of herself eating food.","replace","obj","1"
"000000093437.jpg","An old man standing in a kitchen posing for a picture.","An old woman standing in a kitchen posing for a picture.","replace","obj","1"
"000000087144.jpg","A man and woman sit on benches with a small child.","A man and woman sit on benches with a teenager.","replace","obj","1"
"000000057150.jpg","A girl in plain dress standing next to a white teddy bear.","A boy in plain dress standing next to a white teddy bear.","replace","obj","1"
"000000079837.jpg","several sail boats in the water at night","Several hot air balloons in the sky at night.","replace","obj","1"
"000000156643.jpg","A smiling man sitting by a very nice looking cake.","A smiling man sitting by a very nice looking flower arrangement.","replace","obj","1"
"000000000785.jpg","A woman posing for the camera standing on skis.","A man posing for the camera standing on skis.","replace","obj","1"
"000000523811.jpg","A small bird perched on a piece of wood.","A hawk perched on a piece of wood.","replace","obj","1"
"000000552902.jpg","A zebra out and about eating some grass","A giraffe out and about eating some grass.","replace","obj","1"
"000000479448.jpg","A plate of waffles with bananas and strawberries on top.","A plate of waffles with blueberries and strawberries on top.","replace","obj","1"
"000000569565.jpg","A yellow dump truck driving past a forest.","A yellow bicycle riding past a forest.","replace","obj","1"
"000000475678.jpg","Several suit cases lined in rows with luggage tags on them.","Several backpacks lined in rows with luggage tags on them.","replace","obj","1"
"000000008690.jpg","Two young girls petting goats in a pen.","Two young girls petting sheep in a pen.","replace","obj","1"
"000000476258.jpg","A person in a helmet is riding a skateboard.","A person in a helmet is riding a bicycle.","replace","obj","1"
"000000123480.jpg","A man with a toothbrush taking a selfie in the bathroom mirror","A man with a hairbrush taking a selfie in the bathroom mirror.","replace","obj","0"
"000000080057.jpg","A brown teddy bear sitting at a table with colored pegs.","A brown doll sitting at a table with colored pegs.","replace","obj","1"
"000000356347.jpg","A pan  filled with mystery goo next to another pan.","A pan filled with mystery goo next to a bowl.","replace","obj","0"
"000000355325.jpg","A cutting board with pizza and a glass of wine","A cutting board with sushi and a glass of wine.","replace","obj","1"
"000000051598.jpg","The bathroom door is open with the light on.","The bedroom door is open with the light on.","replace","obj","1"
"000000294831.jpg","Two pieces of pizza are served on a plate.","Two slices of watermelon are served on a plate.","replace","obj","1"
"000000410650.jpg","A woman hitting a tennis ball with a tennis racket","A man hitting a tennis ball with a tennis racket.","replace","obj","1"
"000000409475.jpg","A man and a woman standing in the snow on skis.","A man and a woman standing in the snow on snowboards.","replace","obj","1"
"000000555412.jpg","A pizza is shown with various toppings on it.","A sandwich is shown with various toppings on it.","replace","obj","0"
"000000555412.jpg","A close up photo of a pizza with a lettuce and prosciutto topping. ","A close up photo of sushi with a lettuce and prosciutto topping.","replace","obj","1"
"000000002299.jpg","A group of children standing next to each other.","A group of animals standing next to each other.","replace","obj","1"
"000000100624.jpg","a woman standing on a sidewalk while using a cell phone ","A woman standing in a shopping mall while using a cell phone.","replace","obj","1"
"000000536947.jpg","A refrigerator on a patio flooded with water, beverage cans and a beer bottle. ","A refrigerator on a patio flooded with water, wine bottles and a beer bottle.","replace","obj","1"
"000000140640.jpg","Women in fancy hats serving cakes at a candle lit table","Women in fancy shoes serving cakes at a candle lit table.","replace","obj","1"
"000000295231.jpg","the seven sheep are preparing to be sheered.","The seven alpacas are preparing to be sheered.","replace","obj","1"
"000000550426.jpg","A vase is filled with a bouquet of tulips. ","A basket is filled with a bouquet of tulips.","replace","obj","1"
"000000168458.jpg","there is a small glass vase that has purple flowers in it","There is a small glass vase that has a succulent plant in it.","replace","obj","1"
"000000361268.jpg","A brown and white cow standing in front of an iron fence.","A brown and white goat standing in front of an iron fence.","replace","obj","1"
"000000153529.jpg","a woman with her luggage at a train station","A man with his luggage at a train station.","replace","obj","1"
"000000134112.jpg","A dog sitting in front of a laptop on top of a bed","A cat sitting in front of a laptop on top of a bed.","replace","obj","1"
"000000371677.jpg","A desk with two computer monitors, two mice, a cup and a keyboard on it.","A desk with a television, two mice, a cup and a keyboard on it.","replace","obj","1"
"000000011051.jpg","A girl pins a bouttoniere on the lapel of her date.","A boy pins a bouttoniere on the lapel of his date.","replace","obj","1"
"000000502136.jpg","A plaster external wall with multiple old paper images attached.","A wooden door with multiple old paper images attached.","replace","obj","0"
"000000181666.jpg","Men keep watch on a herd of goats.","Men keep watch on a herd of sheep.","replace","obj","1"
"000000143931.jpg","Here is Massachusettes candidate Scott Brown's campaign trailer.","Here is Massachusettes candidate Elizabeth Warren's campaign trailer.","replace","obj","1"
"000000329219.jpg","A man in the kitchen standing with his dog.","A woman in the kitchen standing with her dog.","replace","obj","1"
"000000030675.jpg","The freight train is painted orange and yellow. ","The passenger bus is painted orange and yellow.","replace","obj","1"
"000000288042.jpg","A man walking with an umbrella near a railing above a river.","A woman walking with an umbrella near a railing above a river.","replace","obj","1"
"000000134112.jpg","A small dog laying on a bed next to a laptop computer.","A small hamster laying on a bed next to a laptop computer.","replace","obj","1"
"000000165351.jpg","Sliced bananas sit on top of a pastry dish on a plate.","Sliced mangoes sit on top of a pastry dish on a plate.","replace","obj","1"
"000000099242.jpg","An older man is skiing down a snowy mountain.","An older woman is skiing down a snowy mountain.","replace","obj","1"
"000000034139.jpg","a huge suitcase with a bunch of stickers on it","A huge backpack with a bunch of stickers on it.","replace","obj","1"
"000000177714.jpg"," A plate containing potatoes, carrots and chicken. ","A plate containing potatoes, carrots and lamb.","replace","obj","1"
"000000199310.jpg","A man in a defensive stance holding a racquet.","A man in a defensive stance holding a sword.","replace","obj","1"
"000000202228.jpg","A man taking a picture of himself in a mirror.","A woman taking a picture of herself in a mirror.","replace","obj","1"
"000000302165.jpg","Cows resting in fresh straw bays at a rodeo","Horses resting in fresh straw bays at a rodeo.","replace","obj","1"
"000000098839.jpg","A cat sits in front of a TV and watches.","A dog sits in front of a TV and watches.","replace","obj","1"
"000000352900.jpg","A very tasty looking dish of pasta with some broccoli.","A very tasty looking dish of chicken with some broccoli.","replace","obj","1"
"000000570471.jpg","A man is cutting into a cake as someone hugs him.","A child is cutting into a cake as someone hugs them.","replace","obj","1"
"000000440475.jpg","A large living and dining room area with rich wood features.","A large living and dining room area with a beautiful stone fireplace.","replace","obj","1"
"000000127987.jpg","A bobble head is shown next to computer screens.","A globe is shown next to computer screens.","replace","obj","1"
"000000329542.jpg","A camera showing a picture of someone touching a cupcake.","A camera showing a picture of someone touching a donut.","replace","obj","1"
"000000091406.jpg","A group of four women stand together in front of pizzas.","A group of four women stand together in front of a music player.","replace","obj","1"
"000000116208.jpg","A very large pizza covered in cheese and toppings.","A very large burger covered in cheese and toppings.","replace","obj","1"
"000000103585.jpg","a bathroom with two sinks with a light on above them.","A bathroom with a bathtub with a light on above it.","replace","obj","1"
"000000272566.jpg","A couple of people sitting next to piles of fruit.","A couple of children sitting next to piles of fruit.","replace","obj","1"
"000000283113.jpg","The two hot dogs on the plate are ready to be eaten. ","The two burgers on the plate are ready to be eaten.","replace","obj","1"
"000000279541.jpg","Several different kinds of pizzas displayed on a buffet line.","Several different kinds of sushi displayed on a buffet line.","replace","obj","1"
"000000232684.jpg","A person sitting next to a laptop in a dark room.","A robot sitting next to a laptop in a dark room.","replace","obj","1"
"000000571718.jpg","A man looks at a cart full of bananas.","A woman looks at a cart full of bananas.","replace","obj","1"
"000000057150.jpg","Two girls are holding a huge stuffed bear near a crowd of kids.","Two boys are holding a huge stuffed bear near a crowd of kids.","replace","obj","1"
"000000095843.jpg","A double decker bus parked near a curb by trees. ","A fire truck parked near a curb by trees.","replace","obj","1"
"000000106757.jpg","The woman is looking at the elephant in amazement. ","The child is looking at the elephant in amazement.","replace","obj","1"
"000000473974.jpg","A group of zebras in a grassy area next to trees.","A group of giraffes in a grassy area next to trees.","replace","obj","1"
"000000356498.jpg","Some kind of a pancake that has broccoli and sauce on it.","Some kind of an omelette that has broccoli and sauce on it.","replace","obj","1"
"000000039951.jpg","A little boy with a red baseball cap playing tennis. ","A little boy with a red baseball cap playing basketball.","replace","obj","1"
"000000369771.jpg","Two plastic containers sitting on top of a wooden table.","Two glass bottles sitting on top of a wooden table.","replace","obj","1"
"000000541055.jpg","a group of people riding skis on a snowy surface","A couple is riding skis on a snowy surface.","replace","obj","1"
"000000127955.jpg","Two bears that are standing in the water.","Two otters that are standing in the water.","replace","obj","1"
"000000243204.jpg","A man is cooking while wearing a jacket and scarf","A man is cooking while wearing an apron and scarf.","replace","obj","1"
"000000065736.jpg","A tennis player is hitting a ball on the court.","A basketball player is shooting a ball on the court.","replace","obj","1"
"000000131379.jpg","A close up of a cooked fruit flavored muffin.","A close up of a cooked savory omelette.","replace","obj","1"
"000000473015.jpg","A duck floating in the water near a bunch of grass and rocks","A swan floating in the water near a bunch of grass and rocks.","replace","obj","0"
"000000264535.jpg","An old man sitting on a bench in a public park.","An old man sitting by a fountain in a public park.","replace","obj","1"
"000000278848.jpg","People are waiting for the bus with umbrellas. ","People are waiting for the train with umbrellas.","replace","obj","1"
"000000159458.jpg","A dog rests on a bed in a bedroom where one person is also sitting.","A cat rests on a bed in a bedroom where one person is also sitting.","replace","obj","0"
"000000178028.jpg","A bathroom vanity sink with a large mirror and hairdryer on the wall.","A bedroom vanity sink with a large mirror and hairdryer on the wall.","replace","obj","1"
"000000300842.jpg","The foot of a person on a skateboard is prominent in this photo.","The foot of a person on a bicycle is prominent in this photo.","replace","obj","1"
"000000399462.jpg","a little girl is running on the grass with a kite","A little boy is running on the grass with a kite.","replace","obj","1"
"000000290843.jpg","A cat watches as its owner uses the laptop.","A parrot watches as its owner uses the laptop.","replace","obj","1"
"000000002157.jpg","A table topped with a cake covered in berries next to a plate of sandwiches.","A table topped with a cake covered in berries next to a plate of apples.","replace","obj","1"
"000000435081.jpg","Multiple pictures of treats and desserts for eating.","Multiple pictures of fruit and desserts for eating.","replace","obj","1"
"000000323355.jpg","a child wearing a hat is holding a pizza box with pizza inside.","A child wearing a scarf is holding a pizza box with pizza inside.","replace","obj","1"
"000000398237.jpg","A small child is holding onto lawn decorations.","An elderly woman is holding onto lawn decorations.","replace","obj","1"
"000000369771.jpg","A close up food in plastic containers with a blue plastic fork.","A close up food in plastic containers with a metal spoon.","replace","obj","1"
"000000261061.jpg","A WOMAN IS STANDING LOOKING AT SOMETHING ","A man is standing looking at something.","replace","obj","1"
"000000281414.jpg","A woman with a book bag sits on a ledge with her cell phone.","A man with a book bag sits on a ledge with his cell phone.","replace","obj","1"
"000000429011.jpg","Two toy vehicles and a police box are set up in a street scene.","Two scooters and a police box are set up in a street scene.","replace","obj","0"
"000000034205.jpg","Chicken and mushrooms served with broccoli garnished with parsley.","Steak and mushrooms served with broccoli garnished with parsley.","replace","obj","0"
"000000187144.jpg","THERE IS A BUS PARKED ON THE SIDE OF THE STREET","There is a truck parked on the side of the street.","replace","obj","1"
"000000323151.jpg","A table is set with pizza and beer and a salad.","A table is set with sushi and beer and a salad.","replace","obj","1"
"000000144798.jpg","a close up of a toilet and a bath tub with toys","A close up of a toilet and a bath tub with soap.","replace","obj","1"
"000000411665.jpg","A white and gray kitten pokes its paw at a mirror and looks at its reflection.","A white and gray puppy pokes its paw at a mirror and looks at its reflection.","replace","obj","1"
"000000268996.jpg","A street sign in front of a skyscraper","A street sign in front of a beach house.","replace","obj","1"
"000000535578.jpg","A group of sheep grazing in a grassy valley.","A group of cows grazing in a grassy valley.","replace","obj","1"
"000000123480.jpg","A shocked looking man in the mirror about to brush his teeth.","A shocked looking woman in the mirror about to brush her teeth.","replace","obj","1"
"000000236166.jpg","A man in period costume holds a dog in period costume.","A woman in period costume holds a dog in period costume.","replace","obj","1"
"000000090108.jpg","A small bathroom with an open design concept","A small kitchen with an open design concept.","replace","obj","1"
"000000106757.jpg","A actress standing near an elephant on a sunny day. ","A clown standing near an elephant on a sunny day.","replace","obj","1"
"000000535578.jpg","Sheep graze in a lushly green mountain meadow","Goats graze in a lushly green mountain meadow.","replace","obj","1"
"000000104572.jpg","There is an empty tiled bathroom, with two sinks and two mirrors.","There is an empty tiled bathroom, with two sinks and a toilet.","replace","obj","1"
"000000580757.jpg","A fire hydrant that has the stars and stripes on it.","A mailbox that has the stars and stripes on it.","replace","obj","1"
"000000508730.jpg","Two naked babies on training toilets in a bathroom","Two naked babies in a bathtub in a bathroom.","replace","obj","1"
"000000158548.jpg","a couple of people that are walking in some grass","A couple of deer that are walking in some grass.","replace","obj","1"
"000000448810.jpg","A street sign with six different locations on it.","A billboard with six different advertisements on it.","replace","obj","1"
"000000420281.jpg","A man wearing glasses eating a hot dog.","A man wearing glasses eating a hamburger.","replace","obj","1"
"000000116208.jpg","pizza on a serving tray with empty plates next to it","Lasagna on a serving tray with empty plates next to it.","replace","obj","1"
"000000311394.jpg","A infant holding a baby toothbrush in his hand looking at it.","A grandparent holding a baby toothbrush in their hand looking at it.","replace","obj","1"
"000000155179.jpg","Closeup of a cake that is sitting on a white plate.","Closeup of a pie that is sitting on a white plate.","replace","obj","1"
"000000334719.jpg","People walking on sand next to a mountainous area.","Birds flying over sand next to a mountainous area.","replace","obj","1"
"000000206027.jpg","A piece of pizza with thousand island dressing and a Coke Zero on the side.","A hamburger with thousand island dressing and a Coke Zero on the side.","replace","obj","1"
"000000376442.jpg","A black stuffed animal sitting on top of a toilet in a bathroom stall with blue floor tile. ","A book sitting on top of a toilet in a bathroom stall with blue floor tile.","replace","obj","1"
"000000190923.jpg","An urban street with a streetlight, one way sign, and people walking.","An urban street with a streetlight, park bench, and people walking.","replace","obj","1"
"000000389566.jpg","A herd of sheep on the road and a car","A herd of goats on the road and a car.","replace","obj","1"
"000000227765.jpg","a pot filled with a soup with a lot of carrots ","A cauldron filled with a soup with a lot of carrots.","replace","obj","1"
"000000450488.jpg","Small bedroom with a bed and dresser with a small monitor on top of it. ","Small bedroom with a couch and dresser with a small monitor on top of it.","replace","obj","0"
"000000557501.jpg","A bathroom is very colorful with blue yellow and red.","A bathroom is very colorful with blue, purple, and red.","replace","obj","1"
"000000193348.jpg","A small child that is holding a toothbrush and brushing their teeth.","An elderly person holding a toothbrush and brushing their teeth.","replace","obj","1"
"000000430056.jpg","A sandwich on a plate with three slices of bread, tomatoes and chips on the side. ","A sandwich on a plate with three slices of bread, avocado and chips on the side.","replace","obj","1"
"000000535578.jpg","A flock of sheep walking along a grassy hillside grazing.","A herd of cows walking along a grassy hillside grazing.","replace","obj","1"
"000000375015.jpg","A brown bear walking in its zoo enclosure","A giraffe walking in its zoo enclosure.","replace","obj","1"
"000000036861.jpg","A parking meter in front of building windows.","A parking meter in front of a park bench.","replace","obj","1"
"000000227187.jpg","some green yellow black white and orange birds and some plants","Some green yellow black white and orange insects and some plants.","replace","obj","1"
"000000488270.jpg","Small plane inches above flat surface near water.","A small bird inches above flat surface near water.","replace","obj","1"
"000000521540.jpg","A plate with a banana that is cut up, cookies and a spoon on it. ","A plate with a banana that is cut up, a donut and a spoon on it.","replace","obj","1"
"000000117908.jpg","A man looking in the refrigerator with a cat also looking inside ","A man looking in the refrigerator with a dog also looking inside.","replace","obj","1"
"000000058636.jpg","street signs on the corner of Gladys and Detroit","Street signs on the corner of Gladys and Chicago.","replace","obj","1"
"000000226130.jpg","Two hot dogs on a white plate with piece of parsley.","Two hot dogs on a white tray with a piece of parsley.","replace","obj","1"
"000000178028.jpg","a very clean sink in a bathroom and  a towel","A very clean bathtub in a bathroom and a towel.","replace","obj","1"
"000000286994.jpg","An elephant drinking water while the rest of the herd is walking in dry grass.","A giraffe drinking water while the rest of the herd is walking in dry grass.","replace","obj","1"
"000000049269.jpg","A horse in a pasture of tall grass observing an energetic dog.","A cow in a pasture of tall grass observing an energetic dog.","replace","obj","1"
"000000472046.jpg","Empty stylish kitchen and living room with big picture windows.","Empty stylish kitchen and bedroom with big picture windows.","replace","obj","1"
"000000306733.jpg","Well decorated bathroom in a small yellow tinted area.","Well decorated bedroom in a small yellow tinted area.","replace","obj","1"
"000000270244.jpg","A zebra all by itself in the green forest.","A giraffe all by itself in the green forest.","replace","obj","1"
"000000530099.jpg","a close up of of a cat on top of a car","A close up of a dog on top of a car.","replace","obj","1"
"000000267434.jpg","Several cows grazing in the field with a house in the background.","Several sheep grazing in the field with a house in the background.","replace","obj","1"
"000000084431.jpg","A slice of pizza sitting on top of a white plate.","A sushi roll sitting on top of a white plate.","replace","obj","1"
"000000293804.jpg","A view of a fire place with a light on it.","A view of a pond with a light on it.","replace","obj","1"
"000000567640.jpg","two soccer teams going after the soccer ball","The referee watching two soccer teams going after the soccer ball.","replace","obj","1"
"000000287545.jpg","A couple of giraffe standing in a building.","A couple of lions standing in a building.","replace","obj","1"
"000000153299.jpg","Two giraffes in a sanctuary standing close to the wall","Two zebras in a sanctuary standing close to the wall.","replace","obj","1"
"000000122745.jpg","A red stop sign is glowing against the dark sky.","A traffic light is glowing against the dark sky.","replace","obj","1"
"000000034873.jpg","A kitchen with a counter and a table with chairs.","A kitchen with a pantry and a table with chairs.","replace","obj","1"
"000000363840.jpg","A desk with two laptops and a monitor.","A desk with two laptops and an iMac.","replace","obj","1"
"000000295713.jpg","A statue is sitting on a bench and a woman sits on a cement block.","A statue is sitting on a table and a woman sits on a cement block.","replace","obj","1"
"000000125062.jpg","A line of small teddy bears are in front of several DVD cases.","A line of small dolls are in front of several DVD cases.","replace","obj","1"
"000000283520.jpg","Two men play around on a nature trail.","Two women play around on a nature trail.","replace","obj","1"
"000000021503.jpg","Square pastries are assorted on a white platter.","Assorted fruits are arranged on a white platter.","replace","obj","1"
"000000190756.jpg","A man flying through the air while riding a bike.","A man flying through the air while riding a rocket.","replace","obj","1"
"000000300659.jpg","A formation of airplanes flying through a  blue sky.","A formation of birds flying through a blue sky.","replace","obj","1"
"000000189828.jpg","An airplane flying in the sky over some trees.","A hot air balloon floating in the sky over some trees.","replace","obj","1"
"000000369081.jpg","A herd of three horses standing on top of a green field.","A herd of three cows standing on top of a green field.","replace","obj","1"
"000000396274.jpg","A kale and sweet pea home garden getting the last rays of sunlight. ","A kale and carrot home garden getting the last rays of sunlight.","replace","obj","1"
"000000137246.jpg","A woman holding a hot dog on the street.","A man holding a hot dog on the street.","replace","obj","1"
"000000189436.jpg","A teddy bear that appears to be made out of wood.","A vase that appears to be made out of wood.","replace","obj","1"
"000000163257.jpg","A man holding a pink umbrella standing on his tip toes.","A woman holding a pink umbrella standing on her tip toes.","replace","obj","1"
"000000092839.jpg","a close up of a polar bear in front of a camera","A close up of a lion in front of a camera.","replace","obj","1"
"000000560266.jpg","Two brown bears swimming together in the water.","Two penguins swimming together in the water.","replace","obj","1"
"000000290163.jpg","A little girl puts her hand in a pasta dish. ","A little boy puts his hand in a pasta dish.","replace","obj","1"
"000000156643.jpg","A man cuting a piece of cake while a person in costume stands behind him.","A woman cutting a piece of cake while a person in costume stands behind her.","replace","obj","1"
"000000513283.jpg","A small toy sits on a plate with pizza and crusts.","A small toy sits on a plate with sandwiches and crusts.","replace","obj","1"
"000000177934.jpg","A group of women operating a car wash.","A group of women operating a hair salon.","replace","obj","1"
"000000135673.jpg","Two planes are close together in the sky.","Two birds are flying close together in the sky.","replace","obj","1"
"000000042070.jpg","A white bus driving down a street next to a building.","A white motorcycle driving down a street next to a building.","replace","obj","1"
"000000579893.jpg","The stop sign is at a four way intersection. ","The traffic light is at a four way intersection.","replace","obj","1"
"000000076731.jpg","A pen is sitting on top of a laptop.","A book is sitting on top of a laptop.","replace","obj","1"
"000000213035.jpg","Two men holding smart phones next to each other.","Two men holding laptops next to each other.","replace","obj","1"
"000000363666.jpg","Three men sitting at a table eating breakfast. ","Three women sitting at a table eating breakfast.","replace","obj","1"
"000000102356.jpg","A woman sits on a motorcycle with a sidecar.","A man sits on a motorcycle with a sidecar.","replace","obj","1"
"000000218424.jpg","A group of four zebras standing in different positions.","A group of four flamingos standing in different positions.","replace","obj","1"
